"","Number.of.Genotypes","Weighted.Linkage.Density"
"7127",3,2.25197944922775
"7128",4,1.64421867160095
"7129",5,2.60116319371456
"7130",6,2.38435105778814
"7131",7,2.41511290433903
"7132",8,1.77368878451667
"7133",9,2.1941575995234
"7134",10,2.1759111315839
"7135",11,2.45511436815182
"7136",12,2.26741118113173
"7137",13,2.37738601950131
"7138",14,2.21060322171261
"7139",15,2.31882114055542
"7140",16,2.31383065614726
"7141",17,2.28763489589022
"7142",18,2.07814669253569
"7143",19,2.1849329567816
"7144",20,2.35250421738587
"7145",21,2.22343248075181
"7146",22,2.30683063890401
"7147",23,2.25622715183688
"7148",24,2.23046155880991
"7149",25,2.23046155880991
"7150",26,2.22484249866303
"7151",2,2.06836455925269
"7152",3,2.09277425407231
"7153",4,2.2986993190004
"7154",5,1.77177240136389
"7155",6,2.3172825485753
"7156",7,2.30627400502033
"7157",8,2.07985339663034
"7158",9,2.39772277289179
"7159",10,2.21420386046026
"7160",11,2.22111804676331
"7161",12,2.1808568875179
"7162",13,2.41338237574512
"7163",14,2.25054663006094
"7164",15,2.13471128657346
"7165",16,2.22757572177833
"7166",17,2.17125124582255
"7167",18,2.35250421738587
"7168",19,2.21995462128532
"7169",20,2.14563010522011
"7170",21,2.25622715183688
"7171",22,2.22484249866303
"7172",23,2.1849329567816
"7173",24,2.1849329567816
"7174",25,2.23046155880991
"7175",26,2.22484249866303
"7176",2,1.85291807762189
"7177",3,2.26420737591059
"7178",4,1.92340834680471
"7179",5,2.23230370492637
"7180",6,2.26114228023257
"7181",7,1.79862123630178
"7182",8,2.2144347470033
"7183",9,2.33103302832052
"7184",10,2.41742459453183
"7185",11,2.47793378422221
"7186",12,2.45606409691353
"7187",13,2.1781511970577
"7188",14,2.20509608946993
"7189",15,2.35672550635492
"7190",16,2.07814669253569
"7191",17,2.30836562842548
"7192",18,2.30088609640546
"7193",19,2.29421624013805
"7194",20,2.30408561237348
"7195",21,2.21995462128532
"7196",22,2.24584525349332
"7197",23,2.1781511970577
"7198",24,2.1781511970577
"7199",25,2.22484249866303
"7200",26,2.22484249866303
"7201",2,2.0168082619163
"7202",3,1.26696447245269
"7203",4,1.69789052701568
"7204",5,2.05470136554216
"7205",6,2.12514961824203
"7206",7,2.30674776003753
"7207",8,2.32617610673986
"7208",9,2.41403270934301
"7209",10,2.56357009317807
"7210",11,2.36939031488465
"7211",12,2.20062194871986
"7212",13,2.39686994813156
"7213",14,2.73731310849876
"7214",15,2.35090890148596
"7215",16,2.22484249866303
"7216",17,2.19376031336124
"7217",18,2.30683063890401
"7218",19,2.25637011183742
"7219",20,1.83554381426417
"7220",21,2.1781511970577
"7221",22,2.23046155880991
"7222",23,2.3282241520737
"7223",24,2.27723381186822
"7224",25,2.22484249866303
"7225",26,2.22484249866303
"7226",2,2.55532785987961
"7227",3,2.28270165320111
"7228",4,2.41429817337653
"7229",5,2.07292175127329
"7230",6,2.39715132204207
"7231",7,1.95100226539498
"7232",8,2.23385778647073
"7233",9,1.85228903209248
"7234",10,2.45725068082274
"7235",11,2.49936172513923
"7236",12,2.41805394359086
"7237",13,2.07445506716554
"7238",14,2.32222714663059
"7239",15,2.30836562842548
"7240",16,2.27393251450549
"7241",17,2.22388299484947
"7242",18,2.21995462128532
"7243",19,2.23046155880991
"7244",20,2.1849329567816
"7245",21,2.35250421738587
"7246",22,2.25044314488306
"7247",23,2.22484249866303
"7248",24,2.1781511970577
"7249",25,2.22484249866303
"7250",26,2.22484249866303
"7251",2,2.59672738224297
"7252",3,1.80674623143958
"7253",4,2.40211198400804
"7254",5,1.90790761312128
"7255",6,2.35431669749246
"7256",7,2.19036140930734
"7257",8,2.49075017383364
"7258",9,2.3785510707467
"7259",10,2.15668892189367
"7260",11,1.90396375333522
"7261",12,1.83732601146029
"7262",13,2.29131758984296
"7263",14,2.12389222373559
"7264",15,2.26135106525097
"7265",16,2.42421435533959
"7266",17,2.21997781457617
"7267",18,2.27529462658435
"7268",19,2.13812826546922
"7269",20,2.29421624013805
"7270",21,2.29421624013805
"7271",22,2.29421624013805
"7272",23,2.23046155880991
"7273",24,2.19376031336124
"7274",25,2.22484249866303
"7275",26,2.22484249866303
"7276",2,2.17567822331996
"7277",3,2.38749127954815
"7278",4,1.94460772721105
"7279",5,1.73072144998945
"7280",6,2.31899813255889
"7281",7,2.3257352821848
"7282",8,2.36990387691527
"7283",9,2.08106635765603
"7284",10,2.29789902155378
"7285",11,2.25939109439353
"7286",12,2.02007879412852
"7287",13,2.40105224700815
"7288",14,2.29664743426942
"7289",15,2.32209965316726
"7290",16,2.29068800278977
"7291",17,2.41398265012359
"7292",18,2.25044314488306
"7293",19,2.22383661568894
"7294",20,2.3282241520737
"7295",21,2.25257351004524
"7296",22,2.35250421738587
"7297",23,2.27723381186822
"7298",24,2.23046155880991
"7299",25,2.23046155880991
"7300",26,2.22484249866303
"7301",2,2.33009307020858
"7302",3,2.02998004078014
"7303",4,2.48326744828326
"7304",5,1.82133398580837
"7305",6,1.45870559056587
"7306",7,2.29060862719941
"7307",8,1.96471254037341
"7308",9,2.27575478567099
"7309",10,2.37507024399941
"7310",11,2.31870792104646
"7311",12,2.4105268074479
"7312",13,2.40667161707207
"7313",14,2.31564952551723
"7314",15,2.37353476144436
"7315",16,2.26446588728655
"7316",17,2.50486059192656
"7317",18,2.22484249866303
"7318",19,2.27090085138994
"7319",20,2.14157211039084
"7320",21,2.23046155880991
"7321",22,2.31614910797169
"7322",23,2.1849329567816
"7323",24,2.23046155880991
"7324",25,2.23046155880991
"7325",26,2.22484249866303
"7326",2,1
"7327",3,2.25197944922775
"7328",4,1.95966907618553
"7329",5,1.79839169824203
"7330",6,2.36596568223565
"7331",7,2.42496990253278
"7332",8,2.36596568223565
"7333",9,2.40930463052825
"7334",10,2.29370738588642
"7335",11,2.16321032457707
"7336",12,1.96973856539978
"7337",13,2.32560483445346
"7338",14,2.50486059192656
"7339",15,2.35633218908873
"7340",16,2.27723381186822
"7341",17,2.07351895146229
"7342",18,2.34707022017625
"7343",19,2.3282241520737
"7344",20,2.14065710074991
"7345",21,2.1781511970577
"7346",22,2.30408561237348
"7347",23,2.30836562842548
"7348",24,2.27723381186822
"7349",25,2.22484249866303
"7350",26,2.22484249866303
"7351",2,2.30505521250008
"7352",3,1.94323986224127
"7353",4,1.85345115577973
"7354",5,2.45864852876174
"7355",6,2.14598401735858
"7356",7,2.25804443627459
"7357",8,2.36238875907037
"7358",9,1.93913291466318
"7359",10,2.27457556119444
"7360",11,2.20400616774466
"7361",12,2.3282241520737
"7362",13,2.40318134624716
"7363",14,2.29032115736686
"7364",15,2.3450492215459
"7365",16,2.3234944917519
"7366",17,2.32008618636237
"7367",18,2.30198323202431
"7368",19,2.1849329567816
"7369",20,2.30408561237348
"7370",21,2.22484249866303
"7371",22,2.31614910797169
"7372",23,2.22484249866303
"7373",24,2.13555658754725
"7374",25,2.22484249866303
"7375",26,2.22484249866303
"7376",2,2.28267836883448
"7377",3,1.81737170612712
"7378",4,2.2005652713905
"7379",5,1.21344721870532
"7380",6,2.25236789790856
"7381",7,1.78864575549427
"7382",8,2.25485626773578
"7383",9,2.47932984037881
"7384",10,2.20670032345607
"7385",11,2.31335257533499
"7386",12,2.4445844344579
"7387",13,2.29421624013805
"7388",14,2.332901864556
"7389",15,2.07814669253569
"7390",16,2.33195382272193
"7391",17,2.42296036388831
"7392",18,2.35090890148596
"7393",19,2.12059709524511
"7394",20,2.22343248075181
"7395",21,2.25044314488306
"7396",22,2.22484249866303
"7397",23,2.22484249866303
"7398",24,2.1781511970577
"7399",25,2.22484249866303
"7400",26,2.22484249866303
"7401",2,1
"7402",3,2.02992543036953
"7403",4,2.306923519983
"7404",5,2.06034490523708
"7405",6,1.91399673126671
"7406",7,2.12156747757082
"7407",8,1.73475781912241
"7408",9,2.45683553204234
"7409",10,2.47447724302526
"7410",11,2.27526474542568
"7411",12,2.29110933333102
"7412",13,2.24857658602325
"7413",14,2.25210477586794
"7414",15,2.31078805809815
"7415",16,2.25044314488306
"7416",17,2.25044314488306
"7417",18,2.17547826171173
"7418",19,2.23046155880991
"7419",20,2.29421624013805
"7420",21,2.29421624013805
"7421",22,2.31614910797169
"7422",23,2.1849329567816
"7423",24,2.1849329567816
"7424",25,2.19036140930734
"7425",26,2.22484249866303
"7426",2,1
"7427",3,1.99674926092374
"7428",4,2.20410995854142
"7429",5,2.2389351735887
"7430",6,1.33370559056587
"7431",7,2.36693852985734
"7432",8,2.38993964397601
"7433",9,2.35016298028683
"7434",10,2.64510498694556
"7435",11,1.94988905064608
"7436",12,2.36225364112665
"7437",13,2.1211231113681
"7438",14,2.68853327139167
"7439",15,2.00302649573697
"7440",16,2.48470749462695
"7441",17,2.31614910797169
"7442",18,2.38269399380991
"7443",19,2.30836562842548
"7444",20,2.28763489589022
"7445",21,2.3282241520737
"7446",22,2.25601920025414
"7447",23,2.25622715183688
"7448",24,2.23046155880991
"7449",25,2.22484249866303
"7450",26,2.22484249866303
"7451",2,2.51586168823546
"7452",3,2.27485898128901
"7453",4,1.99514617494962
"7454",5,2.30551353137435
"7455",6,2.04103401406476
"7456",7,2.37960060428091
"7457",8,2.75488081054852
"7458",9,2.17578181026362
"7459",10,1.87328928252311
"7460",11,2.36743545341879
"7461",12,2.14834344135572
"7462",13,2.48901859927678
"7463",14,2.38661529173336
"7464",15,2.24227150112012
"7465",16,2.33394938886234
"7466",17,2.21459777248617
"7467",18,2.48612556579797
"7468",19,2.3282241520737
"7469",20,2.29421624013805
"7470",21,2.22484249866303
"7471",22,2.30408561237348
"7472",23,2.22484249866303
"7473",24,2.23046155880991
"7474",25,2.23046155880991
"7475",26,2.22484249866303
"7476",2,1.74485190469921
"7477",3,2.12073380011296
"7478",4,2.02007453832378
"7479",5,2.27154880441618
"7480",6,2.25922391562023
"7481",7,2.12157507016178
"7482",8,2.35013960611219
"7483",9,2.54902578395447
"7484",10,2.42786590697894
"7485",11,2.44194163787405
"7486",12,2.37373591083778
"7487",13,2.48729851926657
"7488",14,2.35463442329476
"7489",15,2.26481856015778
"7490",16,2.237595932229
"7491",17,2.16179652276032
"7492",18,2.57799738208716
"7493",19,2.22343248075181
"7494",20,2.32008618636237
"7495",21,2.25601920025414
"7496",22,2.25257351004524
"7497",23,2.19376031336124
"7498",24,2.1849329567816
"7499",25,2.27723381186822
"7500",26,2.22484249866303
"7501",2,2.38689429346649
"7502",3,2.19068890889478
"7503",4,2.49145327111738
"7504",5,2.19192699032289
"7505",6,2.27708099235116
"7506",7,2.02447504505963
"7507",8,1.54853407971428
"7508",9,2.06998922782509
"7509",10,2.62517875721022
"7510",11,2.18068186018274
"7511",12,2.18425476879835
"7512",13,2.39167719497926
"7513",14,2.21618649029194
"7514",15,2.18601513251206
"7515",16,2.45639850238715
"7516",17,2.21493262612398
"7517",18,2.14563010522011
"7518",19,2.25622715183688
"7519",20,2.31614910797169
"7520",21,2.30408561237348
"7521",22,2.25622715183688
"7522",23,2.25622715183688
"7523",24,2.22484249866303
"7524",25,2.22484249866303
"7525",26,2.22484249866303
"7526",2,2.22013078591119
"7527",3,1.37738267530166
"7528",4,2.42720642583865
"7529",5,2.40893816778679
"7530",6,2.37619813966253
"7531",7,2.4877864200897
"7532",8,2.42930440481682
"7533",9,2.60612153701947
"7534",10,2.44879952581087
"7535",11,2.25804443627459
"7536",12,2.27723381186822
"7537",13,2.25823171999213
"7538",14,2.35495292570611
"7539",15,2.30146855121703
"7540",16,2.26835935442306
"7541",17,2.3258060132573
"7542",18,2.31575013741731
"7543",19,2.1849329567816
"7544",20,2.31614910797169
"7545",21,2.35250421738587
"7546",22,2.31614910797169
"7547",23,2.1781511970577
"7548",24,2.1849329567816
"7549",25,2.23046155880991
"7550",26,2.22484249866303
"7551",2,1.85140992216511
"7552",3,2.00023248243446
"7553",4,1.6960690029744
"7554",5,1.96954315243963
"7555",6,1.90523845935868
"7556",7,2.27756657267968
"7557",8,1.90497462318049
"7558",9,2.58328989000116
"7559",10,2.42491181164982
"7560",11,2.23785873159117
"7561",12,2.35489183394043
"7562",13,2.45339724284574
"7563",14,2.49537549466742
"7564",15,2.42954577936693
"7565",16,2.34508186476212
"7566",17,2.43674446563684
"7567",18,2.29007789453629
"7568",19,2.28918871842862
"7569",20,2.30198323202431
"7570",21,2.31564952551723
"7571",22,2.1781511970577
"7572",23,2.1781511970577
"7573",24,2.1849329567816
"7574",25,2.22484249866303
"7575",26,2.22484249866303
"7576",2,1.46696447245269
"7577",3,1.44494078742115
"7578",4,2.07048186135334
"7579",5,2.00256875073264
"7580",6,2.12205549933542
"7581",7,1.89749582870513
"7582",8,2.28454766474862
"7583",9,2.36736163199082
"7584",10,2.23198928729657
"7585",11,2.19097116895768
"7586",12,2.57914076707969
"7587",13,1.73747824489915
"7588",14,2.1654387026272
"7589",15,2.25257351004524
"7590",16,2.28763489589022
"7591",17,2.31614910797169
"7592",18,2.40433774482051
"7593",19,2.24584525349332
"7594",20,2.28918871842862
"7595",21,2.14915791885528
"7596",22,2.08651672219437
"7597",23,2.23046155880991
"7598",24,2.22484249866303
"7599",25,2.23046155880991
"7600",26,2.22484249866303
"7601",2,1.35829872384826
"7602",3,2.53966954493335
"7603",4,1.68612725971894
"7604",5,2.43545622623529
"7605",6,2.22090591601708
"7606",7,2.08480054042241
"7607",8,2.38219226538565
"7608",9,2.27891650063229
"7609",10,2.00314405017773
"7610",11,2.37991245511926
"7611",12,2.35633218908873
"7612",13,2.25238836530482
"7613",14,2.49309244413729
"7614",15,2.31256520667816
"7615",16,2.37513047388523
"7616",17,2.29421624013805
"7617",18,2.25622715183688
"7618",19,1.83554381426417
"7619",20,2.30408561237348
"7620",21,2.17547826171173
"7621",22,2.29110933333102
"7622",23,2.19036140930734
"7623",24,2.27723381186822
"7624",25,2.22484249866303
"7625",26,2.22484249866303
"7626",2,1.66741118113173
"7627",3,1.64291309173211
"7628",4,1.98804478300516
"7629",5,1.6255583858488
"7630",6,2.16626788045003
"7631",7,1.70688773256371
"7632",8,2.29822290712035
"7633",9,2.41362825213326
"7634",10,2.31746180724244
"7635",11,2.49537549466742
"7636",12,2.35701016972238
"7637",13,2.15337156757104
"7638",14,2.18464810938682
"7639",15,2.1849329567816
"7640",16,2.29109951087708
"7641",17,2.4599082706427
"7642",18,2.38269399380991
"7643",19,2.23046155880991
"7644",20,2.25257351004524
"7645",21,2.25044314488306
"7646",22,2.23046155880991
"7647",23,2.1781511970577
"7648",24,2.25601920025414
"7649",25,2.27723381186822
"7650",26,2.22484249866303
"7651",2,1.72688810060425
"7652",3,1.21344721870532
"7653",4,1.95816246901837
"7654",5,2.17499058330677
"7655",6,2.29855970049036
"7656",7,2.33353184675705
"7657",8,2.18893031445919
"7658",9,2.25415501571652
"7659",10,1.89332867787318
"7660",11,2.35559125739865
"7661",12,2.51926994945562
"7662",13,2.39600722276458
"7663",14,2.21643197460218
"7664",15,2.21593217503489
"7665",16,2.21493262612398
"7666",17,2.18032344017146
"7667",18,2.25257351004524
"7668",19,2.22775435249174
"7669",20,2.22484249866303
"7670",21,2.29421624013805
"7671",22,2.25622715183688
"7672",23,2.22484249866303
"7673",24,2.23046155880991
"7674",25,2.22484249866303
"7675",26,2.22484249866303
"7676",2,1.41858521552229
"7677",3,2.25183149450925
"7678",4,2.45166455709376
"7679",5,1.840423503635
"7680",6,2.31214754153314
"7681",7,2.32630452810159
"7682",8,2.23204418104686
"7683",9,2.39866306339891
"7684",10,2.29407649499583
"7685",11,2.30973687949705
"7686",12,2.37536137380859
"7687",13,2.28585211280119
"7688",14,2.66099188605761
"7689",15,2.37084809623153
"7690",16,2.27394493735401
"7691",17,2.20858123813895
"7692",18,2.27197704216231
"7693",19,2.17547826171173
"7694",20,2.21643197460218
"7695",21,2.28015141647668
"7696",22,2.29421624013805
"7697",23,2.1849329567816
"7698",24,2.25601920025414
"7699",25,2.22484249866303
"7700",26,2.22484249866303
"7701",2,2.38629149402223
"7702",3,2.55956394385973
"7703",4,2.40069474913314
"7704",5,1.72499061060027
"7705",6,2.19839045404416
"7706",7,2.19207706732252
"7707",8,2.2276843438784
"7708",9,2.32746088220472
"7709",10,2.23208572739109
"7710",11,2.23046155880991
"7711",12,2.42536409848572
"7712",13,2.51829430715454
"7713",14,2.58111572284119
"7714",15,2.2041387797186
"7715",16,2.27723381186822
"7716",17,2.48479353479596
"7717",18,2.25622715183688
"7718",19,2.13555658754725
"7719",20,2.21643197460218
"7720",21,2.22484249866303
"7721",22,2.25601920025414
"7722",23,2.2483814444268
"7723",24,2.1781511970577
"7724",25,2.22484249866303
"7725",26,2.22484249866303
"7726",2,1.85499925233561
"7727",3,1.51927680331209
"7728",4,1.73137084989848
"7729",5,2.21741805391036
"7730",6,1.82390616658724
"7731",7,1.99146572213035
"7732",8,2.28869668552232
"7733",9,2.54217200355431
"7734",10,2.2378088696633
"7735",11,2.27394493735401
"7736",12,2.38840882653927
"7737",13,2.44595701996352
"7738",14,2.16406302291271
"7739",15,2.27723381186822
"7740",16,2.29529639311356
"7741",17,2.1849329567816
"7742",18,2.31517998914782
"7743",19,2.21995462128532
"7744",20,2.25044314488306
"7745",21,2.29110933333102
"7746",22,2.21995462128532
"7747",23,2.22484249866303
"7748",24,2.1849329567816
"7749",25,2.23046155880991
"7750",26,2.22484249866303
"7751",2,2.39248394516961
"7752",3,1.30803592975311
"7753",4,2
"7754",5,1.25
"7755",6,2.40507592162903
"7756",7,2.1664649837897
"7757",8,2.43577407527072
"7758",9,2.30154621281906
"7759",10,2.09089090095959
"7760",11,2.36511161482808
"7761",12,2.02007879412852
"7762",13,2.20502663208513
"7763",14,2.31779671826557
"7764",15,2.13708666672968
"7765",16,2.30198323202431
"7766",17,2.19376031336124
"7767",18,2.42358180323738
"7768",19,2.46526874701146
"7769",20,2.1781511970577
"7770",21,2.22775435249174
"7771",22,2.35633218908873
"7772",23,2.1849329567816
"7773",24,2.22484249866303
"7774",25,2.22484249866303
"7775",26,2.22484249866303
"7776",2,1.58370559056587
"7777",3,2.25608299857957
"7778",4,2.41767720284414
"7779",5,2.29006714693898
"7780",6,2.06359343145065
"7781",7,2.43171294025623
"7782",8,2.19600729575922
"7783",9,2.21831774049512
"7784",10,2.07910845700877
"7785",11,2.23979316198665
"7786",12,2.23046155880991
"7787",13,2.26760557846695
"7788",14,2.49339600411368
"7789",15,2.2483814444268
"7790",16,2.49925261692704
"7791",17,2.24647973196577
"7792",18,2.22700503307643
"7793",19,2.08651672219437
"7794",20,2.35250421738587
"7795",21,2.1781511970577
"7796",22,2.31614910797169
"7797",23,2.1781511970577
"7798",24,2.23046155880991
"7799",25,2.22484249866303
"7800",26,2.22484249866303
"7801",2,2.15696055097821
"7802",3,2.38203440310134
"7803",4,2.34689840785887
"7804",5,2.53850636286918
"7805",6,2.15992210997962
"7806",7,2.1106230776259
"7807",8,2.42078100283499
"7808",9,2.37460979789048
"7809",10,2.47092145459319
"7810",11,2.43293073851867
"7811",12,2.16456218679873
"7812",13,2.30509608946993
"7813",14,2.34508186476212
"7814",15,2.15475532536057
"7815",16,2.25622715183688
"7816",17,2.41382709691056
"7817",18,2.22484249866303
"7818",19,2.29109951087708
"7819",20,2.25257351004524
"7820",21,2.22775435249174
"7821",22,2.29421624013805
"7822",23,2.23046155880991
"7823",24,2.14563010522011
"7824",25,2.22484249866303
"7825",26,2.22484249866303
"7826",2,1.3767239782697
"7827",3,2.31459455790176
"7828",4,2.18517868668217
"7829",5,2.51934575681304
"7830",6,1.95081705213961
"7831",7,2.25441517726817
"7832",8,1.98941460663344
"7833",9,2.13630487579967
"7834",10,2.17699824704596
"7835",11,1.92585692704562
"7836",12,2.39162792600972
"7837",13,2.42195034470302
"7838",14,2.06489602069402
"7839",15,2.49148951666215
"7840",16,2.45690376670594
"7841",17,2.33154144153826
"7842",18,2.38773526475578
"7843",19,2.36461026661248
"7844",20,2.31614910797169
"7845",21,2.30408561237348
"7846",22,2.29421624013805
"7847",23,2.23046155880991
"7848",24,2.1849329567816
"7849",25,2.19036140930734
"7850",26,2.22484249866303
"7851",2,1.97095272842222
"7852",3,2.54263222646868
"7853",4,2.09277425407231
"7854",5,2.43881220635723
"7855",6,2.3195795773735
"7856",7,1.44494078742115
"7857",8,1.96701778928337
"7858",9,2.29073905923402
"7859",10,2.4430947771472
"7860",11,2.46161084314909
"7861",12,2.55850108252247
"7862",13,2.50169841193467
"7863",14,2.23693853600217
"7864",15,2.23046155880991
"7865",16,2.25257351004524
"7866",17,2.18608670794425
"7867",18,2.17331042127906
"7868",19,2.23046155880991
"7869",20,2.29421624013805
"7870",21,2.24584525349332
"7871",22,2.27723381186822
"7872",23,2.22484249866303
"7873",24,2.22484249866303
"7874",25,2.23046155880991
"7875",26,2.22484249866303
"7876",2,1.33545126693481
"7877",3,1.94246938543336
"7878",4,2.19481430966965
"7879",5,1.78707581445809
"7880",6,1.38137781778956
"7881",7,2.32072610346001
"7882",8,2.33195382272193
"7883",9,2.14471345252976
"7884",10,2.39932974827065
"7885",11,2.40943038214103
"7886",12,2.36574498670076
"7887",13,2.31797783795616
"7888",14,2.12296601062663
"7889",15,2.27906643886963
"7890",16,2.32793941105476
"7891",17,2.27723381186822
"7892",18,2.34009250690384
"7893",19,2.27394493735401
"7894",20,2.31614910797169
"7895",21,2.32008618636237
"7896",22,2.25622715183688
"7897",23,2.25622715183688
"7898",24,2.19376031336124
"7899",25,2.22484249866303
"7900",26,2.22484249866303
"7901",2,2.04783176603764
"7902",3,2.33948020570814
"7903",4,2.2
"7904",5,2.23461204190487
"7905",6,2.44401596650514
"7906",7,2.37417566952736
"7907",8,2.3544729275874
"7908",9,1.92231617632342
"7909",10,2.21292140538587
"7910",11,2.50009835591658
"7911",12,2.40132654853314
"7912",13,2.11194440268461
"7913",14,2.00303029764811
"7914",15,2.14614613929625
"7915",16,2.40433774482051
"7916",17,2.30836562842548
"7917",18,2.35250421738587
"7918",19,2.25257351004524
"7919",20,2.21995462128532
"7920",21,2.25044314488306
"7921",22,2.27723381186822
"7922",23,2.1849329567816
"7923",24,2.23046155880991
"7924",25,2.22484249866303
"7925",26,2.22484249866303
"7926",2,1.49097106995279
"7927",3,2.38626470863768
"7928",4,1.38096579502042
"7929",5,1.77476212199848
"7930",6,2.08646523680754
"7931",7,2.20003056827007
"7932",8,2.19616552628955
"7933",9,2.22740520139199
"7934",10,2.29316170573189
"7935",11,2.48738481794326
"7936",12,2.393374421718
"7937",13,2.33355663348018
"7938",14,2.56621543249692
"7939",15,2.35277585118217
"7940",16,2.43411477331565
"7941",17,2.3275753050109
"7942",18,2.27788837820341
"7943",19,2.25257351004524
"7944",20,2.29110933333102
"7945",21,2.1849329567816
"7946",22,2.31564952551723
"7947",23,2.27723381186822
"7948",24,2.1849329567816
"7949",25,2.22484249866303
"7950",26,2.22484249866303
"7951",2,1.52580737751443
"7952",3,1.55158276330914
"7953",4,2.17685977894079
"7954",5,2.42798319492652
"7955",6,1.90299798451046
"7956",7,2.09904880242632
"7957",8,2.40114792977165
"7958",9,2.244997914029
"7959",10,2.14321466565246
"7960",11,2.26508702855142
"7961",12,2.4407010081265
"7962",13,2.40594879017355
"7963",14,2.37991245511926
"7964",15,2.49623088051086
"7965",16,2.28763489589022
"7966",17,2.33686556256315
"7967",18,2.39535527664604
"7968",19,2.27723381186822
"7969",20,2.31614910797169
"7970",21,2.23046155880991
"7971",22,2.25257351004524
"7972",23,2.34707022017625
"7973",24,2.1849329567816
"7974",25,2.23046155880991
"7975",26,2.22484249866303
"7976",2,1.4
"7977",3,2.16704600414527
"7978",4,2.2611951890858
"7979",5,1.63151545840768
"7980",6,2.76224034926346
"7981",7,2.27500877659129
"7982",8,2.39557013783486
"7983",9,2.42631467040942
"7984",10,2.42761161482808
"7985",11,1.89262540314166
"7986",12,2.32705510280468
"7987",13,2.24110974270195
"7988",14,2.36238875907037
"7989",15,2.26334477224359
"7990",16,2.20516156093497
"7991",17,2.21071340691715
"7992",18,2.2041387797186
"7993",19,2.31564952551723
"7994",20,2.30836562842548
"7995",21,2.25044314488306
"7996",22,2.29421624013805
"7997",23,2.25622715183688
"7998",24,2.27723381186822
"7999",25,2.22484249866303
"8000",26,2.22484249866303
"8001",2,2.06160786808421
"8002",3,2.21989426640315
"8003",4,2.07476563002168
"8004",5,1.93428204474465
"8005",6,2.47029098795585
"8006",7,2.3282776672469
"8007",8,2.57305039329289
"8008",9,1.90129987955281
"8009",10,2.34174354092797
"8010",11,2.2970335618549
"8011",12,2.22009107287692
"8012",13,2.27080718708312
"8013",14,2.24148851856457
"8014",15,2.15397591744031
"8015",16,2.3203861541102
"8016",17,2.44643681588318
"8017",18,2.25044314488306
"8018",19,2.29421624013805
"8019",20,2.25257351004524
"8020",21,2.28086691799704
"8021",22,2.3282241520737
"8022",23,2.25622715183688
"8023",24,2.1849329567816
"8024",25,2.22484249866303
"8025",26,2.22484249866303
"8026",2,1.43440413098847
"8027",3,1.1897308610714
"8028",4,1.89247252017055
"8029",5,2.04481549985497
"8030",6,2.13555658754725
"8031",7,2.35002218318087
"8032",8,2.35265078700286
"8033",9,2.00629149208755
"8034",10,2.39043070129967
"8035",11,2.17352643971839
"8036",12,2.56695647573511
"8037",13,2.50335004094293
"8038",14,2.19345867394911
"8039",15,2.35090890148596
"8040",16,2.26650421716509
"8041",17,2.40262031215101
"8042",18,2.28962829660229
"8043",19,2.27723381186822
"8044",20,2.13555658754725
"8045",21,2.28763489589022
"8046",22,2.24584525349332
"8047",23,2.23046155880991
"8048",24,2.27723381186822
"8049",25,2.22484249866303
"8050",26,2.22484249866303
"8051",2,1.50905200979174
"8052",3,1
"8053",4,2.47449401823548
"8054",5,2.18336219266788
"8055",6,1.86579252565469
"8056",7,1.84245902170685
"8057",8,2.22788454385548
"8058",9,2.16335851907335
"8059",10,2.2483814444268
"8060",11,2.25390331965385
"8061",12,2.40644238548604
"8062",13,2.01595074222707
"8063",14,2.34855272075041
"8064",15,2.28661986315028
"8065",16,2.2109907136376
"8066",17,2.34707022017625
"8067",18,2.1781511970577
"8068",19,2.33382039265832
"8069",20,2.26058818287279
"8070",21,2.26665880617109
"8071",22,2.23046155880991
"8072",23,2.31564952551723
"8073",24,2.22484249866303
"8074",25,2.23046155880991
"8075",26,2.22484249866303
"8076",2,2.1545679340967
"8077",3,2.14104571077956
"8078",4,2.15639656720693
"8079",5,2.41447697814506
"8080",6,1.32306667197877
"8081",7,2.26941742927449
"8082",8,2.22910550777113
"8083",9,2.18314666104931
"8084",10,2.19300022318208
"8085",11,2.01725844048304
"8086",12,2.24924478785767
"8087",13,2.35676888672261
"8088",14,2.39014486657749
"8089",15,2.4518609400477
"8090",16,2.15581998734821
"8091",17,2.32783877889348
"8092",18,2.37738601950131
"8093",19,2.28015141647668
"8094",20,2.21995462128532
"8095",21,2.23046155880991
"8096",22,2.31564952551723
"8097",23,2.22484249866303
"8098",24,2.22484249866303
"8099",25,2.22484249866303
"8100",26,2.22484249866303
"8101",2,2.16667762465889
"8102",3,2.19759538419985
"8103",4,1.75054077188383
"8104",5,2.01459355283565
"8105",6,2.2447642635813
"8106",7,2.03219578706035
"8107",8,2.07456014783192
"8108",9,2.29146701122573
"8109",10,1.93865919771158
"8110",11,2.18787586646009
"8111",12,2.43433424833011
"8112",13,2.19785624413275
"8113",14,2.57964842880791
"8114",15,2.40259185999871
"8115",16,2.50486059192656
"8116",17,2.27723381186822
"8117",18,2.36326467235488
"8118",19,2.25257351004524
"8119",20,2.25601920025414
"8120",21,2.22484249866303
"8121",22,2.1781511970577
"8122",23,2.25601920025414
"8123",24,2.22484249866303
"8124",25,2.22484249866303
"8125",26,2.22484249866303
"8126",2,1.92860358354343
"8127",3,2.55487735381561
